us_id,us_pass,us_fname,us_lname,us_bday,us_doc,us_doc_type,us_username,us_role,us_program_code,us_program_name,us_faculty_code,us_faculty_name,us_created_at,us_active
11,password11,Nohora,Andrade,2002-03-01,4567461199,CC,haroldvergara,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2017-05-24 06:20:21,1
12,password12,Antonio,Ortiz,1991-03-02,6514695812,CC,francisco98,Profesor,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2018-11-26 20:43:53,1
13,password13,María,Mosquera,1999-09-15,2116703305,CC,jhon49,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2021-01-14 03:44:45,1
14,password14,Ivonne,Sánchez,1990-02-05,5583506711,CC,jpena,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2018-12-23 17:15:20,1
15,password15,Gloria,Camacho,2002-06-29,6161753220,CE,marinavasquez,Profesor,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-05-26 14:55:11,1
16,password16,José,Rodríguez,1987-04-15,4157556286,CC,armandomercado,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2017-12-05 06:51:51,1
17,password17,Jeison,Soto,2000-05-07,6875017799,CE,agomez,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2020-09-19 02:37:09,1
18,password18,Diana,Rodríguez,1998-04-07,7987829157,CC,figueroaoswaldo,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2022-06-04 01:16:10,1
19,password19,Santiago,Parada,1986-03-29,5425695258,CC,manuelgallego,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2018-01-05 12:22:12,1
20,password20,Luz,Chávez,1995-04-13,1875423319,CC,mauricio58,Profesor,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2016-11-24 09:51:41,1
21,password21,Fanny,Montes,1983-09-20,8906995232,CC,garciagloria,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2021-02-25 10:27:38,1
22,password22,Germán,López,2002-05-17,6014230062,CC,rodriguezjuan,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2017-10-07 10:39:09,1
23,password23,Manuel,Cruz,1995-01-10,2618746125,CC,gregoriogonzalez,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2017-03-31 20:16:05,1
24,password24,Elías,Torres,2002-04-22,7701444962,CC,bochoa,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-01-02 16:14:44,1
25,password25,Paula,Díaz,1995-02-17,7806323620,CE,wcontreras,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2017-10-10 10:04:40,1
26,password26,Alberto,Ayala,1990-07-07,5013529640,CC,martinezwilson,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-11-12 18:43:48,1
27,password27,María,Vargas,2005-01-13,6567450296,CC,armandomoreno,Profesor,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2017-10-05 11:13:44,1
28,password28,Eliana,Orozco,2000-12-04,5841921321,CC,kvelez,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2021-04-13 09:10:16,1
29,password29,Carlos,Barrera,1987-04-30,3263247757,CC,murilloomar,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2017-03-17 18:52:29,1
30,password30,María,García,2005-11-10,8799700099,CC,maria07,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2020-04-05 21:34:02,1
31,password31,Jhon,Córdoba,1996-05-21,9433435886,CC,yperez,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-12-25 22:23:37,1
32,password32,Jhon,Navarro,2002-10-12,6158289228,CC,andres16,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-11-21 23:44:28,1
33,password33,John,Palacio,2001-12-05,8653523821,CC,josecaicedo,Profesor,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2019-06-05 17:47:55,1
34,password34,Eva,León,1988-12-26,3892367463,CC,ivan53,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2016-12-22 11:35:10,1
35,password35,Edison,Salamanca,1994-07-02,6386796645,CC,carlosmunoz,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2018-03-03 01:40:57,1
36,password36,Abel,Betancur,1986-09-25,7187131402,CC,luis10,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2017-08-07 14:23:42,1
37,password37,Andrés,Cardona,1997-10-10,5446534900,CC,mvanegas,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2021-02-25 11:31:54,1
38,password38,Manuel,Ardila,1992-04-05,6483107197,CC,javierrodriguez,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2022-04-30 01:07:12,1
39,password39,Gloria,Ariza,1983-05-30,7201795590,CC,hernandezmaria,Profesor,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2016-05-07 18:43:18,1
40,password40,Juan,Duque,1989-10-07,5296473672,CE,licethquintero,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2019-02-26 02:28:24,1
41,password41,Felipe,Bolívar,2004-05-02,3345462827,CE,luis83,Profesor,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2022-01-07 06:11:22,1
42,password42,Camilo,Henao,2002-09-17,6267047813,CE,agarcia,Profesor,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2021-09-04 01:03:15,1
43,password43,Juan,Hernández,2005-07-22,7894586064,CC,acostaantonio,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-12-14 03:32:03,1
44,password44,Ruby,Jiménez,1993-11-14,1677244072,CC,ramosivan,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-05-24 14:36:20,1
45,password45,Katherine,Ariza,2005-09-20,2331804579,CC,bernalbrian,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2019-12-14 17:43:09,1
46,password46,Rosalba,Ramírez,1998-01-25,5581525106,CC,ivan09,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2016-06-06 10:28:55,1
47,password47,Daniel,Zambrano,1988-06-06,2180580555,CC,joserestrepo,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2020-02-22 01:36:41,1
48,password48,Karina,Toro,2005-10-11,7781290579,CC,andresmontoya,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-05-05 17:05:15,1
49,password49,Steven,Valencia,1989-01-31,6854203469,CC,pereafernando,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2022-07-14 23:01:03,1
50,password50,Luis,Ortiz,1993-11-22,5579700201,CC,duranliliana,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2022-11-21 01:08:04,1
51,password51,Didier,Santos,1990-03-30,6163982709,CC,luciarodriguez,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2021-07-01 07:37:26,1
52,password52,Carmen,Roa,2000-06-05,4804035065,CC,elkinrojas,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2023-03-09 08:17:51,1
53,password53,Jairo,Nieto,1991-10-20,7140660662,CC,carlosforero,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2022-08-21 13:34:48,1
54,password54,Vilma,Trujillo,1984-05-22,4823351629,CC,claramontes,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2019-06-14 01:26:10,1
55,password55,José,Cruz,1986-04-21,2799788854,CE,wgiraldo,Profesor,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2019-04-17 09:09:21,1
56,password56,Elena,Díaz,1997-05-21,3672466721,CC,maria67,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2017-11-24 16:56:50,1
57,password57,Augusto,Hernández,1995-05-22,2219834937,CC,angelicagutierrez,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2021-03-13 15:23:06,1
58,password58,Héctor,García,1984-04-10,7838640036,CC,maria90,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2020-05-21 23:29:01,1
59,password59,Claudia,Mejía,1992-07-17,3642743691,CC,sergio83,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2020-05-15 15:50:36,1
60,password60,Alberto,Solano,2002-04-14,4149596734,CC,alexandra35,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2022-05-15 02:21:24,1
61,password61,Sonia,Perdomo,1986-03-02,1312249567,CE,fannydaza,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2019-07-02 00:02:45,1
62,password62,Jesús,Murillo,2006-04-28,6386792175,CC,daniela15,Profesor,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2021-01-17 04:41:24,1
63,password63,Patricia,Polo,1991-04-23,1704670483,CC,avilaeliecer,Profesor,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2020-01-10 06:17:23,1
64,password64,Yenifer,Ocampo,1996-02-18,4770499949,CC,susana42,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2020-03-16 08:57:03,1
65,password65,Diana,Hernández,1989-08-03,1941742096,CE,vergarayurani,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-12-06 05:54:20,1
66,password66,Tatiana,López,1990-11-17,3226833253,CC,ecarvajal,Profesor,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2021-03-16 03:52:11,1
67,password67,Andrés,Gómez,1999-02-17,1453385840,CC,ycastaneda,Profesor,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-07-30 07:04:11,1
68,password68,Dario,Vásquez,1997-04-12,9947786157,CC,diana79,Profesor,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2016-09-03 16:08:32,1
69,password69,Esteban,Mena,1988-03-20,4290516262,CC,hpedraza,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2021-04-24 03:27:22,1
70,password70,Natalia,Álvarez,1994-04-07,1312304608,CC,juan46,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2018-10-13 18:43:58,1
71,password71,Karol,Blanco,1993-12-12,3650755974,CC,rodrigobarrios,Profesor,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2020-08-25 05:20:06,1
72,password72,Elena,Figueroa,2000-04-19,9662968888,CC,aperez,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2019-12-25 15:35:18,1
73,password73,Enrique,Cáceres,2006-07-14,3125404870,CC,suarezluz,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2020-01-02 15:07:32,1
74,password74,Laura,Gómez,1983-12-09,3890434980,CC,paolagonzalez,Profesor,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2021-10-03 06:27:34,1
75,password75,Juan,Quintero,2003-11-13,4834287416,CC,andres36,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2021-06-06 00:26:16,1
76,password76,Maritza,Rodríguez,1987-04-10,1775529502,CC,ceronalberto,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2021-10-25 13:44:39,1
77,password77,Angie,Moreno,1988-11-17,1654656999,CC,mercedesforero,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2017-07-07 03:58:26,1
78,password78,Dayana,Roa,2000-01-23,3095776677,CC,velezpilar,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-12-04 16:27:23,1
79,password79,Fernando,Perea,1995-02-28,3236332769,CC,elizabethcuellar,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2020-01-03 06:40:45,1
80,password80,Víctor,Ramírez,1992-08-22,9389431437,CC,fgonzales,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2020-07-06 00:12:06,1
81,password81,René,Obando,1995-01-14,2206332442,CC,santiagoduran,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-09-03 21:40:50,1
82,password82,Paula,Hernández,2005-12-16,9729988968,CC,nalarcon,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2018-03-21 14:56:56,1
83,password83,Luis,Cárdenas,1998-08-21,5136795651,CC,juliana18,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2016-05-28 18:28:57,1
84,password84,Stella,Rodríguez,1993-09-21,2938741640,CC,alejandra96,Estudiante,2545,INGENIERÍA ELECTRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-06-23 22:24:40,1
85,password85,Natalia,Correa,2001-05-12,9627743894,CC,jimenezvalentina,Profesor,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2020-05-30 07:57:52,1
86,password86,Gerardo,Díaz,2002-11-27,5154406242,CC,gherrera,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2016-12-07 05:47:41,1
87,password87,Miryam,Acevedo,1983-11-13,5754223198,CC,rubiolina,Profesor,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2019-08-08 21:55:32,1
88,password88,Jhon,Roa,2001-05-17,3887818024,CC,albarendon,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2017-12-18 20:47:40,1
89,password89,Robinson,Rosero,2002-04-15,8481847658,CC,perezazucena,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2017-01-29 22:22:42,1
90,password90,Rafael,Arango,1984-03-20,6044637167,CC,paradajohanna,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2021-01-30 17:30:57,1
91,password91,Enrique,Díaz,1996-12-16,5031797416,CE,qsantos,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-10-30 15:08:27,1
92,password92,Anderson,Palacios,1993-01-31,4371590856,CC,edinsonmendoza,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2018-05-18 01:38:54,1
93,password93,Elvia,Sierra,2006-07-10,7612446553,CC,pgaitan,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2020-01-21 08:54:35,1
94,password94,Paula,Ramírez,2003-05-29,5257950897,CE,isabel69,Profesor,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2016-04-02 15:10:38,1
95,password95,Alexander,Reyes,1985-12-09,1356532736,CC,mosquerakevin,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2018-07-28 09:04:24,1
96,password96,José,Castillo,1992-10-18,3076496032,CC,solanoeugenia,Profesor,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-10-08 04:00:43,1
97,password97,Lady,Suárez,1997-05-17,3727789796,CC,fajardodavid,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2019-01-08 05:50:58,1
98,password98,Sofía,Pabón,2001-08-18,5145934909,CC,martinezmarco,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-06-17 00:05:26,1
99,password99,Eder,Durán,1995-08-07,1719046884,CE,henryrodriguez,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2021-04-14 14:22:15,1
100,password100,Diana,Arias,2000-08-05,3841572776,CE,caicedomonica,Profesor,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2022-07-07 06:39:46,1
101,password101,Fabián,Ortiz,1991-07-10,2522589688,CC,camilomoreno,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2018-04-10 01:30:27,1
102,password102,Antonio,Jiménez,1998-12-01,6082260275,CC,ygonzalez,Profesor,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2020-11-25 04:50:42,1
103,password103,Liliana,Ríos,2003-09-12,7486077696,CC,rosalba44,Profesor,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2017-05-02 05:21:28,1
104,password104,Jaider,Posada,1990-05-29,5782524054,CC,djimenez,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2020-12-17 22:26:11,1
105,password105,Jhon,Arias,2004-05-09,5770699494,CC,alfredocastellanos,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2018-08-04 19:09:48,1
106,password106,Edwin,Forero,1988-05-19,9851709838,CC,kgalindo,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2023-02-12 18:55:47,1
107,password107,María,Duarte,1991-01-23,5785460791,CC,angelmolina,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2018-12-08 09:38:36,1
108,password108,Angie,Londoño,1990-03-21,7437367383,CC,wdiaz,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2017-05-30 15:26:49,1
109,password109,Magaly,Mosquera,2006-10-27,8162241378,CC,miguel87,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2020-07-21 01:24:27,1
110,password110,Liliana,Martínez,1993-04-27,2500663136,CC,robinson13,Estudiante,2879,INGENIERÍA DE SISTEMAS Y COMPUTACIÓN,2055,FACULTAD DE INGENIERÍA,2020-09-24 21:38:07,1
111,password111,Victoria,Vergara,2003-02-15,5950732027,CC,pbastidas,Profesor,2511,MÚSICA,2049,FACULTAD DE ARTES,2017-09-15 09:58:42,1
112,password112,Luz,Yepes,1992-10-10,1308952384,CC,wosorio,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2018-04-20 00:34:03,1
113,password113,Jennifer,Arias,1989-06-21,4439446273,CC,piedad83,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2017-04-24 23:10:17,1
114,password114,Elena,Guerrero,2001-06-27,6828145693,CC,yfajardo,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2020-09-15 04:16:46,1
115,password115,Edgar,Arrieta,2003-08-10,8481396829,CC,magnolia44,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2017-08-10 05:40:47,1
116,password116,Oswaldo,Sánchez,2005-02-17,1583606159,CC,evilla,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2021-06-10 01:16:09,1
117,password117,Fanny,Palacio,1994-03-30,2753703410,CC,zduque,Estudiante,2541,INGENIERÍA AGRÍCOLA,2055,FACULTAD DE INGENIERÍA,2020-03-11 14:00:01,1
118,password118,Mauricio,Ospina,1997-05-21,7277353934,CE,albertomartinez,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2018-03-06 22:44:48,1
119,password119,Carmen,Álvarez,1997-01-19,6067778661,CC,norjuela,Profesor,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2022-03-09 16:52:21,1
120,password120,Carmen,Torres,1988-11-29,6613079695,CC,mendozarosario,Profesor,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2023-01-02 17:00:01,1
121,password121,Adolfo,Ortiz,1985-06-04,7882549798,CC,cardonadavid,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2018-09-22 01:58:47,1
122,password122,Mauricio,Fernández,2005-10-30,7899617599,CC,aura60,Profesor,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-04-24 22:06:13,1
123,password123,César,Osorio,2003-08-01,3967891855,CC,garcialuis,Estudiante,2511,MÚSICA,2049,FACULTAD DE ARTES,2018-04-03 11:09:59,1
124,password124,Luz,Moreno,1992-09-23,3322471873,CC,vivianamontoya,Estudiante,2512,MÚSICA INSTRUMENTAL,2049,FACULTAD DE ARTES,2020-09-01 13:56:04,1
125,password125,José,Castellanos,2000-04-01,3991419548,CE,alfonso66,Estudiante,2933,CIENCIAS DE LA COMPUTACIÓN,2050,FACULTAD DE CIENCIAS,2022-08-27 00:09:40,1
126,password126,José,Gómez,2002-09-25,7279937163,CC,nmedina,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2016-04-21 20:29:29,1
127,password127,Jair,Sánchez,1984-10-02,7238715711,CC,jimenaacosta,Estudiante,2515,FARMACIA,2050,FACULTAD DE CIENCIAS,2022-09-10 03:07:52,1
128,password128,Rafael,Ortiz,2001-04-22,6149953630,CC,krodriguez,Estudiante,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,2018-02-23 09:09:47,1
129,password129,Felipe,Romero,1993-03-10,5541021215,CC,bgarcia,Estudiante,2513,BIOLOGÍA,2050,FACULTAD DE CIENCIAS,2021-11-02 17:29:06,1
130,password130,María,Ángel,1995-02-28,9663680681,CC,bohorquezfernando,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2017-09-05 10:42:42,1
131,password131,Juan,Ocampo,1987-01-02,1293298743,CC,mercadoana,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2022-12-12 15:06:07,1
132,password132,Edgar,Ramírez,2006-10-17,7725344690,CC,nvalencia,Profesor,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2016-05-09 22:14:44,1
133,password133,Marcela,Gómez,2007-01-19,5699181978,CC,zgomez,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2022-10-05 09:46:58,1
134,password134,Rafael,Bautista,2006-08-29,8988254340,CC,meloferney,Estudiante,2506,ARQUITECTURA,2049,FACULTAD DE ARTES,2018-08-25 00:37:42,1
135,password135,Rosa,Gómez,2005-07-18,4903439865,CC,luciavelandia,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2017-08-20 16:07:30,1
136,password136,Irene,Monsalve,2001-08-26,9045795472,CC,alonsoarenas,Estudiante,2518,MATEMÁTICAS,2050,FACULTAD DE CIENCIAS,2021-09-14 19:23:12,1
137,password137,Dario,Salgado,1990-09-02,8471858526,CC,armandomora,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2016-08-09 08:17:59,1
138,password138,Amparo,Rentería,2003-12-19,9199544817,CC,wnieto,Estudiante,2507,ARTES PLÁSTICAS,2049,FACULTAD DE ARTES,2019-02-12 12:32:27,1
139,password139,Juan,Pérez,1987-10-10,6229445884,CC,carmen09,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2018-12-02 05:39:51,1
140,password140,Margarita,Pérez,1988-11-06,4097177593,CE,ijaramillo,Estudiante,2514,ESTADÍSTICA,2050,FACULTAD DE CIENCIAS,2019-03-26 11:39:01,1
141,password141,Vanessa,Luna,1993-08-31,5248678974,CC,hmoreno,Estudiante,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,2019-02-26 13:49:59,1
142,password142,Javier,Gutiérrez,1984-12-16,3676841446,CE,paoladaza,Estudiante,2510,DISEÑO INDUSTRIAL,2049,FACULTAD DE ARTES,2022-07-22 21:57:02,1
143,password143,Carlos,Romero,1996-02-02,1931460805,CC,isaavedra,Estudiante,2516,FÍSICA,2050,FACULTAD DE CIENCIAS,2016-12-30 10:07:28,1
144,password144,Astrid,Rodríguez,2006-07-31,1418032117,CC,juanbohorquez,Estudiante,2509,DISEÑO GRÁFICO,2049,FACULTAD DE ARTES,2016-04-15 01:53:56,1
145,password145,Fabiola,Ballesteros,1998-09-13,5619214451,CC,qramirez,Estudiante,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,2018-11-10 12:56:56,1
146,password146,Doris,Rojas,1996-08-21,2302057261,CC,vargasandres,Estudiante,2517,GEOLOGÍA,2050,FACULTAD DE CIENCIAS,2018-06-30 00:12:18,1
147,password147,Esperanza,Muñoz,1995-10-13,9228769237,CC,jimenamendoza,Estudiante,2546,INGENIERÍA INDUSTRIAL,2055,FACULTAD DE INGENIERÍA,2020-12-05 08:10:49,1
148,password148,Andrea,Vargas,1989-05-16,6101868013,CC,zdelgado,Estudiante,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,2019-09-05 13:55:00,1
149,password149,Nubia,Benavides,2005-10-06,4848354038,CE,mireyadiaz,Estudiante,2519,QUÍMICA,2050,FACULTAD DE CIENCIAS,2020-02-04 10:11:57,1
150,password150,Miguel,Ospina,2002-12-07,8093354072,CC,rvasquez,Estudiante,2508,CINE Y TELEVISIÓN,2049,FACULTAD DE ARTES,2018-08-25 08:50:20,1
